Bank,service,statistic,p-value,z
HSBC Holdings PLC,Genetic materials,1460210.0,1.0,
HSBC Holdings PLC,Ground water,7388720.0,2.4295151916967665e-18,
HSBC Holdings PLC,Maintain nursery habitats,140650.0,1.0,
HSBC Holdings PLC,Mass stabilisation and erosion control,6013555.0,0.9999962426081811,
HSBC Holdings PLC,Mediation of sensory impacts,2758710.0,1.0,
HSBC Holdings PLC,Pest control,2264058.0,1.0,
HSBC Holdings PLC,Pollination,1455144.0,1.0,
HSBC Holdings PLC,Soil quality,2885890.0,1.0,
HSBC Holdings PLC,Surface water,7322506.0,5.064697081619274e-16,
HSBC Holdings PLC,Ventilation,3015213.0,1.0,
HSBC Holdings PLC,Water flow maintenance,5633228.0,0.9999995430676775,
HSBC Holdings PLC,Water quality,5484331.0,0.9999999871002518,
ING Groupe NV,Animal-based energy,325887.0,1.0,
ING Groupe NV,Bio-remediation,4230714.0,9.189666513160446e-157,
ING Groupe NV,Buffering and attenuation of mass flows,834475.0,0.999934704173988,
ING Groupe NV,Climate regulation,4231479.0,5.579423428793543e-146,
ING Groupe NV,Dilution by atmosphere and ecosystems,2804153.0,4.508736345891229e-89,
ING Groupe NV,Disease control,665775.0,0.9999999983636383,
ING Groupe NV,Fibres and other materials,922125.0,0.7936644978554259,
ING Groupe NV,Filtration,5092844.0,6.247354484707473e-205,
ING Groupe NV,Flood and storm protection,4792698.0,2.495451188194487e-193,
ING Groupe NV,Genetic materials,725753.0,0.9999999953492985,
ING Groupe NV,Ground water,8446435.0,0.0,
ING Groupe NV,Maintain nursery habitats,42075.0,1.0,
ING Groupe NV,Mass stabilisation and erosion control,7591805.0,0.0,
ING Groupe NV,Mediation of sensory impacts,1387896.0,4.538727084727175e-09,
ING Groupe NV,Pest control,989675.0,0.7885196736730248,
ING Groupe NV,Pollination,608049.0,0.9999999999999771,
ING Groupe NV,Soil quality,1589693.0,2.643109272854944e-12,
ING Groupe NV,Surface water,8420932.0,0.0,
ING Groupe NV,Ventilation,1516624.0,1.6746885526800817e-14,
ING Groupe NV,Water flow maintenance,4702740.0,6.886096745203745e-195,
ING Groupe NV,Water quality,4175755.0,4.927135456616986e-170,
Industrial & Commercial Bank of China Ltd,Animal-based energy,47425.0,1.406133032836136e-16,
Industrial & Commercial Bank of China Ltd,Bio-remediation,3341390.0,0.0,
Industrial & Commercial Bank of China Ltd,Buffering and attenuation of mass flows,280003.0,8.708210552840273e-74,
Industrial & Commercial Bank of China Ltd,Climate regulation,3634583.0,0.0,
Industrial & Commercial Bank of China Ltd,Dilution by atmosphere and ecosystems,1896510.0,7.044049904397753e-270,
Industrial & Commercial Bank of China Ltd,Disease control,171025.0,1.8662046135255235e-51,
Industrial & Commercial Bank of China Ltd,Fibres and other materials,317913.0,1.8804507873153825e-80,
Industrial & Commercial Bank of China Ltd,Filtration,4216195.0,0.0,
Industrial & Commercial Bank of China Ltd,Flood and storm protection,3975807.0,0.0,
Industrial & Commercial Bank of China Ltd,Genetic materials,237187.0,1.1279417861702257e-69,
Industrial & Commercial Bank of China Ltd,Ground water,8115995.0,0.0,
Industrial & Commercial Bank of China Ltd,Maintain nursery habitats,1962.0,0.986730144918473,
Industrial & Commercial Bank of China Ltd,Mass stabilisation and erosion control,7255863.0,0.0,
Industrial & Commercial Bank of China Ltd,Mediation of sensory impacts,739805.0,2.4832968779936487e-154,
Industrial & Commercial Bank of China Ltd,Pest control,375147.0,3.829217437755456e-93,
Industrial & Commercial Bank of China Ltd,Pollination,150914.0,4.705673126236935e-46,
Industrial & Commercial Bank of China Ltd,Soil quality,781018.0,1.5116268004823688e-154,
Industrial & Commercial Bank of China Ltd,Surface water,8115524.0,0.0,
Industrial & Commercial Bank of China Ltd,Ventilation,805367.0,9.730365675541907e-160,
Industrial & Commercial Bank of China Ltd,Water flow maintenance,3909921.0,0.0,
Industrial & Commercial Bank of China Ltd,Water quality,3279260.0,0.0,
JPMorgan Chase & Co,Animal-based energy,1038977.0,1.0,
JPMorgan Chase & Co,Bio-remediation,4746174.0,1.0,
JPMorgan Chase & Co,Buffering and attenuation of mass flows,1898637.0,1.0,
JPMorgan Chase & Co,Climate regulation,4416414.0,1.0,
JPMorgan Chase & Co,Dilution by atmosphere and ecosystems,4078915.0,1.0,
JPMorgan Chase & Co,Disease control,1739349.0,1.0,
JPMorgan Chase & Co,Fibres and other materials,2251360.0,1.0,
JPMorgan Chase & Co,Filtration,5660045.0,0.9999999931796985,
JPMorgan Chase & Co,Flood and storm protection,4947970.0,1.0,
JPMorgan Chase & Co,Genetic materials,1372752.0,1.0,
JPMorgan Chase & Co,Ground water,7203378.0,1.149242660149983e-09,
JPMorgan Chase & Co,Maintain nursery habitats,198994.0,1.0,
JPMorgan Chase & Co,Mass stabilisation and erosion control,5534904.0,1.0,
JPMorgan Chase & Co,Mediation of sensory impacts,2835255.0,1.0,
JPMorgan Chase & Co,Pest control,2175562.0,1.0,
JPMorgan Chase & Co,Pollination,1385266.0,1.0,
JPMorgan Chase & Co,Soil quality,2529349.0,1.0,
JPMorgan Chase & Co,Surface water,7061191.0,1.7996327251906124e-06,
JPMorgan Chase & Co,Ventilation,2873510.0,1.0,
JPMorgan Chase & Co,Water flow maintenance,5394882.0,0.9999999999999999,
JPMorgan Chase & Co,Water quality,5116703.0,1.0,
Mitsubishi UFJ Financial Group Inc,Animal-based energy,852663.0,1.0,
Mitsubishi UFJ Financial Group Inc,Bio-remediation,5267376.0,0.9476340575631075,
Mitsubishi UFJ Financial Group Inc,Buffering and attenuation of mass flows,1807215.0,1.0,
Mitsubishi UFJ Financial Group Inc,Climate regulation,5128140.0,0.9999800492887284,
Mitsubishi UFJ Financial Group Inc,Dilution by atmosphere and ecosystems,4156278.0,1.0,
Mitsubishi UFJ Financial Group Inc,Disease control,1490962.0,1.0,
Mitsubishi UFJ Financial Group Inc,Fibres and other materials,1978623.0,1.0,
Mitsubishi UFJ Financial Group Inc,Filtration,6093855.0,7.410846658636992e-06,
Mitsubishi UFJ Financial Group Inc,Flood and storm protection,5605628.0,0.09834566288500768,
Mitsubishi UFJ Financial Group Inc,Genetic materials,1495909.0,1.0,
Mitsubishi UFJ Financial Group Inc,Ground water,7888321.0,2.6187026890679335e-61,
Mitsubishi UFJ Financial Group Inc,Maintain nursery habitats,130691.0,1.0,
Mitsubishi UFJ Financial Group Inc,Mass stabilisation and erosion control,7062067.0,1.1608347864317888e-24,
